<<<<<<< HEAD
0 10.935107 1.788118
0 -11.075931 -1.934603
0 8.691490 1.713420
0 -10.890032 -1.675075
0 7.937611 0.077419
0 -10.935195 1.562856
0 10.941507 -1.650351
0 10.965689 -1.723362
0 -11.010623 1.742383
0 11.028446 -1.763713
0 -11.891004 -0.049587
0 8.966445 -1.690589
0 -10.876749 1.838045
0 -7.953166 0.016230
0 7.930875 0.149185
0 -7.891530 0.062746
0 -8.988282 1.772828
0 -8.853637 1.635120
0 -11.877007 -0.028806
0 12.010283 0.030517
0 -8.824833 -1.759622
0 12.049107 -0.044014
0 8.943269 -1.790447
0 9.189576 -1.809114
0 8.870392 1.663803
0 -8.986647 1.775582
0 -8.123041 -0.174014
0 -10.960342 -1.817439
0 -11.098352 -1.828212
0 -11.930536 0.025435
0 8.090850 -0.028916
0 11.917059 0.019501
0 10.910767 1.749897
0 -11.026508 1.601422
0 -11.099215 -1.626232
0 -10.962191 -1.789765
0 11.024080 1.886866
0 -11.099699 1.636145
0 -11.972377 0.003748
0 -8.935474 -1.714943
0 8.891834 1.608553
0 11.913124 0.079812
0 10.983475 -1.789829
0 11.083627 -1.849761
0 11.109484 1.751214
0 8.956526 -1.688836
0 11.065516 -1.667429
0 -11.808224 -0.025011
0 8.854278 -1.891172
0 -8.909616 1.627371
0 11.094152 -1.809588
0 -9.039400 1.814920
0 11.129391 -1.757357
0 11.126540 -1.557292
0 11.044185 1.773086
0 -10.805296 1.746480
0 -11.821269 0.066100
0 9.027714 -1.646527
0 -8.032202 -0.012920
0 11.971731 0.129015
0 8.907974 1.728343
0 10.970694 1.692084
0 -12.029190 -0.068201
0 9.031996 1.617650
0 9.043396 1.722803
0 10.931594 -1.730978
0 -9.012331 -1.741633
0 8.868592 1.735395
0 -7.976768 -0.068672
0 11.027294 -1.821382
0 12.094499 -0.101520
0 -8.954699 1.755738
0 -9.144443 -1.633217
0 -8.995861 1.503150
0 -10.886574 -1.601363
0 11.160154 -1.734043
0 8.985933 -1.778937
0 -7.908897 -0.113411
0 -9.040684 -1.690480
0 8.845266 -1.657637
0 -10.952128 -1.740449
0 -11.014046 1.631871
0 -12.047461 -0.066825
0 -10.817502 -1.615161
0 -9.122104 -1.649273
0 9.127290 1.630794
0 -8.958206 -1.819779
0 -8.897593 1.602270
0 8.915133 1.536619
0 -9.087594 -1.911336
0 11.890629 -0.018160
0 11.010399 1.749019
0 10.940243 1.635124
0 -8.134518 0.043336
0 9.168247 -1.752760
0 -8.898706 1.744961
0 -8.127782 -0.099582
0 8.054073 0.018979
0 -12.031422 -0.077060
0 7.878610 0.024248
0 -11.077356 1.858418
0 -9.014090 1.628463
0 -8.013867 0.019555
0 -11.072845 1.786327
0 -9.049128 -1.696605
0 12.007745 -0.086399
0 8.062042 0.019500
0 -10.953054 -1.668432
0 -11.932070 -0.121355
0 -12.110534 -0.108970
0 -8.955339 1.821868
0 -8.009986 -0.062229
0 -11.117752 -1.838184
0 -7.918447 0.024285
0 -7.792473 -0.039884
0 8.810280 1.756415
0 -9.019478 -1.632672
0 -8.911540 -1.648483
0 -7.969340 -0.076193
0 8.969524 1.714923
0 12.190695 -0.060111
0 8.862401 1.818873
0 -7.969568 -0.008803
0 -7.853988 -0.155048
0 -8.107567 0.076410
0 8.954309 1.788125
0 11.069968 -1.875978
0 9.062141 -1.690413
0 10.792081 1.676434
0 -12.107964 -0.141604
0 11.005009 -1.722928
0 11.841537 -0.015060
0 -10.906274 -1.764568
0 7.994802 0.079592
0 -10.896774 -1.698685
0 10.965755 1.566221
0 -9.067538 -1.634538
0 12.105909 0.123120
0 -8.807009 1.743070
=======
0 -5.027971 -0.046406
0 2.855450 4.214940
0 -2.655097 -4.309827
0 -5.226486 -0.117818
0 5.001910 -0.087271
0 2.261696 4.468219
0 -2.466597 -4.505276
0 -2.775657 4.212405
0 -5.045583 -0.101273
0 -4.970214 -0.161302
0 4.874254 -0.061325
0 2.335306 -4.295132
0 2.289883 4.388957
0 2.499704 -4.381789
0 2.620971 4.438854
0 4.873197 0.067995
0 -2.397458 -4.361935
0 -2.609878 -4.407622
0 -2.478318 4.207948
0 -4.950725 0.137615
0 -2.587957 -4.420658
0 -4.895934 0.104943
0 2.488995 -4.312240
0 -2.522199 4.215339
0 2.532348 -4.422957
0 2.670415 4.412584
0 2.478719 4.341967
0 -2.496001 -4.406445
0 -5.058862 -0.005823
0 2.472263 4.229643
0 -4.970364 -0.094562
0 2.484855 4.152471
>>>>>>> ab05a073280cedc4aa808073c83d8f06a2f061d6
