<<<<<<< HEAD
1 -10.666543 -1.768751
1 9.653162 -1.806762
1 -9.117534 -1.889630
1 -10.673534 -1.807855
1 -10.842128 -1.830292
1 13.510483 -2.196252
1 -10.889807 -1.833247
1 9.400514 -1.820837
1 -9.260056 -1.866595
1 10.261910 -1.532637
1 9.738598 -1.896952
1 9.230696 -1.659602
1 9.613858 -1.751458
1 9.759740 -1.546934
1 -10.581995 -1.795668
1 -10.918908 -1.647127
1 9.500346 -1.762688
1 -10.894446 -1.565778
1 10.201038 -1.516258
1 9.534170 -1.798940
1 -9.218678 -1.951783
1 10.030772 -1.459078
1 9.569921 -1.816073
1 -9.027288 -1.757275
1 9.667835 -1.543594
1 9.789005 -1.759473
1 -5.982635 -1.724693
1 10.359720 -1.666154
1 11.858151 -1.863014
1 -10.937668 -1.669869
1 9.455903 -1.751850
1 -10.826834 -1.697556
1 -10.906721 -1.696936
1 9.860460 -1.551362
1 9.489530 -1.711197
1 -10.947077 -1.730500
1 9.533580 -1.853510
1 9.746161 -1.634737
1 -9.556688 -1.970968
1 -9.587668 -1.668077
1 -7.747375 -1.502241
1 8.711631 -1.162200
1 8.126595 -0.088147
1 9.828935 -1.606016
1 -10.472363 -1.652414
1 9.658772 -1.870729
1 -10.936702 -1.633780
1 9.446448 -1.829526
1 -10.639808 -1.870437
1 13.759402 -2.168208
1 10.184145 -1.524475
1 9.445824 -1.815120
1 10.748452 -1.673738
1 -11.045459 -1.816891
1 9.528954 -1.861868
1 -11.084454 -1.813171
1 -9.638667 -1.747536
1 10.671264 -1.610729
1 10.405729 -1.516844
1 9.673376 -1.574923
1 -10.609777 -1.503992
1 10.254385 -1.633048
1 9.485208 -1.841269
1 -9.141917 -1.718642
1 9.443361 -1.765165
1 -9.130584 -1.838570
1 10.697701 -1.628134
1 11.507805 -1.862791
1 8.148463 0.019833
1 11.215549 -1.772324
1 -9.361765 -1.877131
1 8.887601 -1.580745
1 -10.945535 -1.728505
1 -9.279177 -1.785598
1 -9.398779 -1.765692
1 -9.038441 -1.759575
1 10.622085 -1.591593
1 -9.469934 -1.735537
1 -8.237882 -1.596665
1 10.022651 -1.446971
1 -9.209339 -1.757998
1 13.171028 -2.055159
1 -10.989973 -1.764885
1 10.003927 -1.724645
1 -11.024828 -1.788793
1 9.537698 -1.837061
1 17.365396 -2.830341
1 12.419841 -1.986233
1 10.635116 -1.648883
1 9.557045 -1.842603
1 9.849663 -1.757258
1 -5.020158 -1.316957
1 8.633825 -1.379537
1 10.237592 -1.505962
1 -10.299710 -1.764942
1 -10.599978 -1.728086
1 1.164801 -1.299486
1 9.976923 -1.491757
1 9.551543 -1.572373
1 8.898873 -0.983607
1 9.574392 -1.815921
1 9.245136 -1.768979
1 10.443274 -1.667355
1 -9.499596 -1.699897
1 14.719500 -2.389683
1 9.389570 -1.667345
1 9.619967 -1.741009
1 -9.056664 -1.685309
1 -11.084354 -1.835751
1 10.668260 -1.671234
1 -10.820179 -1.615373
1 -9.057760 -1.687651
1 10.786275 -1.550074
1 -4.856612 -1.687259
1 -9.414256 -1.676935
1 9.269812 -1.841494
1 9.571453 -1.873352
1 7.638556 -0.106420
1 -11.001349 -1.688892
1 -10.328820 -1.790438
1 14.735187 -2.306025
1 -8.556662 -1.603297
1 -8.506056 -1.683649
1 8.897928 -1.410082
1 9.440433 -1.615764
1 8.869983 -1.631006
1 10.698282 -1.551224
1 -10.259361 -1.729427
1 10.697762 -1.641502
1 8.048054 0.059290
1 -9.335801 -1.676369
1 -9.324565 -1.775049
1 13.259556 -2.221563
1 9.176138 -1.720205
1 9.581473 -1.803980
1 9.226703 -1.622719
1 9.569021 -1.673729
1 -10.359949 -1.654606
1 9.450491 -1.788179
1 -10.303778 -1.672632
1 8.367691 -1.268950
1 -10.995499 -1.802102
1 -10.537125 -1.807843
1 13.640046 -2.470643
1 9.575113 -1.520512
1 9.920173 -1.442699
1 -9.782278 -1.695277
1 9.667307 -1.681333
1 9.257574 -1.667919
1 9.268407 -1.753706
1 9.415030 -1.796494
1 9.643788 -1.580458
1 -8.956771 -1.699599
1 9.560440 -1.909078
1 -9.156038 -1.801944
1 -9.340025 -1.756066
1 -10.570306 -1.708960
1 9.763494 -1.730267
1 12.428738 -1.868642
1 -7.926139 -1.611759
1 -10.913656 -1.698052
1 9.772065 -1.529212
1 10.823421 -1.720452
1 10.047090 -1.598295
1 9.558043 -1.827657
1 10.228365 -1.532033
1 -10.866574 -1.697261
1 8.943524 -1.456377
1 -9.173457 -1.886755
1 10.893188 -1.659440
1 -8.399130 -1.643250
1 10.597559 -1.534394
1 -9.603310 -1.704551
1 9.440058 -1.747528
1 -9.376015 -1.912881
1 -9.113954 -1.757879
1 12.554058 -2.096692
1 -9.298235 -1.875033
1 9.168308 -1.438979
1 -10.778203 -1.621819
1 9.920716 -1.477926
1 -9.180397 -1.751171
1 9.562496 -1.835567
1 -10.748190 -1.632199
1 9.503716 -1.778950
1 10.648501 -1.530788
1 -9.393866 -1.958916
1 10.048351 -1.681887
1 10.141178 -1.523282
1 15.894949 -2.495336
1 -9.174333 -1.667051
1 9.641255 -1.699480
1 -10.728995 -1.634764
1 11.057500 -2.007644
1 9.284706 -1.642198
1 11.660221 -1.853977
1 9.452851 -1.833514
1 9.850180 -1.691167
1 -9.219904 -1.676256
1 -11.011546 -1.798189
1 -9.009953 -1.825477
1 10.077593 -1.631418
1 11.611333 -1.808330
1 -11.030372 -1.699332
1 9.297684 -1.616933
1 9.560783 -1.451121
1 -10.822465 -1.696152
1 -8.981706 -1.675108
1 -9.096543 -1.663785
1 -9.369005 -1.823484
1 10.599791 -1.682194
1 8.253381 -0.124890
1 9.580178 -1.797340
1 10.206309 -1.618824
1 8.898327 -1.416014
1 8.319908 -0.505914
1 -9.198355 -1.804737
1 9.214678 -1.729064
1 14.282648 -2.309875
1 -5.002045 -1.270458
1 9.964496 -1.485173
1 -10.250849 -1.768473
1 10.550419 -1.472767
1 9.517397 -1.831746
1 8.230822 0.019537
1 9.748937 -1.631666
1 -10.971338 -1.707432
1 -10.533980 -1.749279
1 -9.083083 -1.766012
1 10.062412 -1.487482
1 9.040764 -1.673285
1 -9.215938 -1.822827
1 9.462613 -1.925384
1 -11.111255 -1.840269
1 -9.368330 -1.735818
1 10.157745 -1.542670
1 -10.789369 -1.655048
1 9.397725 -1.601568
1 -9.157928 -1.827656
1 -9.303853 -1.736636
1 -9.032913 -1.727962
1 -10.982821 -1.790216
1 -10.927299 -1.783689
1 8.424773 -0.032461
1 9.557185 -1.839850
1 5.300347 0.245799
1 -9.170399 -1.777709
1 8.655888 0.117418
1 -10.884010 -1.736784
1 -9.090302 -1.681834
1 10.641277 -1.522569
1 -9.135220 -1.717172
1 -10.173984 -1.802472
1 9.445631 -1.785371
1 -9.236043 -1.808310
1 -9.312494 -1.796615
1 9.620691 -1.495322
1 15.662976 -2.564036
1 -9.071710 -1.763002
1 -9.271984 -1.899517
1 -9.288173 -1.654145
1 -9.572493 -1.739614
1 -8.764332 -1.673841
1 -9.038422 -1.690750
1 9.798588 -1.551712
1 9.562860 -1.819681
1 -10.843386 -1.747383
1 9.425485 -1.671575
1 8.692138 -0.935670
1 -10.931781 -1.772937
1 -10.938759 -1.712503
1 -9.471171 -1.711494
1 9.543247 -1.800838
1 9.488518 -1.878850
1 9.480480 -1.788194
1 9.840144 -1.559770
1 -10.969274 -1.691171
1 -10.901137 -1.631815
1 -9.302695 -1.769000
1 -9.482107 -1.913157
1 9.534504 -1.533873
1 11.409664 -1.935693
1 -8.716221 -1.636515
1 -11.033628 -1.810520
1 -10.860026 -1.765927
1 8.778525 -1.089850
1 9.484024 -1.762947
1 9.525029 -1.854873
1 -10.773112 -1.635732
1 10.636013 -1.576472
1 9.310288 -1.724520
1 -9.299960 -1.806305
1 9.566288 -1.750937
1 -10.688115 -1.558873
1 -10.849649 -1.695273
1 -10.851189 -1.722836
1 13.483354 -2.137319
1 -10.597493 -1.678370
1 -10.736143 -1.608864
1 -9.165734 -1.862117
1 8.642494 -1.172968
1 -9.274322 -1.701575
1 10.751354 -1.571216
1 10.164104 -1.650788
1 9.927704 -1.547847
1 -10.219126 -1.722986
1 9.510926 -1.881486
1 9.783278 -1.748550
1 -9.255275 -1.723965
1 9.568849 -1.967286
1 10.892769 -1.727778
1 9.418694 -1.870040
1 9.569845 -1.838705
1 -9.163988 -1.697762
1 9.569340 -1.751626
1 -9.330564 -1.693576
1 10.685684 -1.623644
1 -10.719544 -1.736432
1 10.334875 -1.557938
1 -10.425387 -1.577749
1 -9.189818 -1.848281
1 -11.027481 -1.803404
1 8.563098 0.054229
1 9.534823 -1.747625
1 8.438007 0.095524
1 9.546157 -1.809880
1 14.611157 -2.291449
1 -2.789950 -0.324377
1 9.832865 -1.623755
1 9.329468 -1.865536
1 9.548755 -1.745054
1 -9.110627 -1.747079
1 8.756167 -1.417452
1 9.026276 -0.541409
1 10.013270 -1.743628
1 9.581614 -1.577542
1 10.862678 -1.617373
1 -10.491237 -1.667177
1 10.199074 -1.588400
1 12.148061 -1.855513
1 10.319321 -1.471894
1 -9.340767 -1.693418
1 -11.089838 -1.833984
1 9.641974 -1.854079
1 11.081914 -1.721887
1 9.652589 -1.768708
1 -9.298430 -1.712615
1 -9.013686 -1.747152
1 -9.202938 -1.855444
1 9.299009 -1.620294
1 9.488491 -1.794256
1 -9.163591 -1.823965
1 -10.556626 -1.782981
1 -9.073001 -1.762162
1 10.057848 -1.569008
1 -9.138079 -1.797392
1 -11.013457 -1.705151
1 8.283050 -0.294362
1 -10.067053 -1.681128
1 -10.226247 -1.724608
1 14.312361 -2.276661
1 9.410993 -1.812329
1 -9.061039 -1.859474
1 -9.308187 -1.805207
1 9.498322 -1.845202
1 10.087390 -1.785695
1 -9.094111 -1.763911
1 9.721793 -1.566679
1 9.515625 -1.844454
1 -8.347199 -1.628817
1 11.723781 -1.804262
1 -10.259787 -1.693189
1 10.303190 -1.594834
1 9.493423 -1.828750
1 9.551893 -1.820463
1 9.442494 -1.611758
1 -9.277281 -1.889303
1 15.431795 -2.492639
1 -9.056520 -1.754587
1 -10.599192 -1.715093
1 8.940097 -1.411191
1 12.986787 -2.019589
1 9.435114 -1.817922
1 13.322571 -2.202124
1 -9.142350 -1.810287
1 9.381707 -1.828984
1 9.959843 -1.551224
1 9.866738 -1.490163
1 9.887519 -1.677823
1 -9.433263 -1.729031
1 9.640061 -1.784248
1 -11.095760 -1.834564
1 13.736630 -2.218345
1 10.246427 -1.795936
1 -9.366700 -1.875004
1 -9.480371 -1.911706
1 -10.500683 -1.687012
1 9.419122 -1.812090
1 -9.542471 -1.718223
1 9.451284 -1.626392
1 -9.189191 -1.849146
1 -9.243921 -1.912584
1 -9.156906 -1.813179
1 10.244604 -1.490561
1 8.334813 -0.042380
1 -9.015242 -1.776225
1 -8.999797 -1.689165
1 10.012589 -1.761608
1 -9.104750 -1.739675
1 9.414026 -1.696106
1 -11.032231 -1.788522
1 -9.970759 -1.710440
1 -9.276731 -1.708759
1 12.143010 -1.902075
1 9.733085 -1.790213
1 -10.956230 -1.673057
1 8.065668 0.037169
1 -10.071174 -1.766363
1 12.199080 -1.937291
1 10.397435 -1.593299
1 9.127724 -1.298805
1 10.250081 -1.687114
1 -9.113786 -1.839803
1 9.520455 -1.830805
1 9.509057 -1.836476
1 9.598641 -1.818815
1 9.554835 -1.576505
1 -9.134620 -1.761009
1 9.392556 -1.800668
1 -9.456177 -1.720385
1 -9.799157 -1.792633
1 -9.010335 -1.744025
1 8.447997 -0.485878
1 -10.259248 -1.646452
1 8.282442 -1.042491
1 10.650965 -1.575310
1 14.017532 -2.260171
1 -9.243876 -1.730025
1 9.412038 -1.811410
1 -11.014813 -1.807278
1 8.850166 -1.586725
1 10.283696 -1.554919
1 -9.719587 -1.940680
1 -11.028776 -1.816482
1 -8.867654 -1.650010
1 13.887649 -2.303354
1 -9.091372 -1.755719
1 -11.164014 -1.859532
1 -10.348300 -1.583176
1 -10.986878 -1.661696
1 9.705736 -1.550917
1 -9.292514 -1.895069
1 13.924486 -2.197758
1 17.389196 -2.817240
1 -10.980107 -1.800607
1 9.320207 -1.660013
1 11.211630 -1.650478
1 9.633276 -1.670859
1 -10.850429 -1.549913
1 9.692127 -1.812297
1 -8.961670 -1.729621
1 -8.966254 -1.669778
1 10.399986 -1.672504
1 -6.949908 -1.421565
1 -9.279233 -1.788584
1 14.771504 -2.419776
1 10.764002 -1.706646
1 -9.021006 -1.713197
1 -9.108665 -1.738901
1 -10.930807 -1.772422
1 8.128753 -0.157655
1 9.254933 -1.608414
1 9.584332 -1.717890
1 -10.149068 -1.741144
1 -10.013556 -1.729731
1 9.925865 -1.653649
1 -9.174070 -1.708429
1 9.513197 -1.781370
1 13.477528 -2.142171
1 9.290987 -1.716103
1 8.801753 0.050284
1 11.005945 -1.602386
1 9.551309 -1.872894
1 11.168478 -1.759415
1 -9.085649 -1.800125
1 9.500596 -1.832335
1 9.582351 -1.886760
1 11.792578 -1.908833
1 -9.729968 -1.707271
1 -9.523131 -1.710092
1 9.078033 -1.742184
1 12.096435 -1.852001
1 8.464462 -0.854024
1 -9.292753 -1.919684
1 -9.175194 -1.734097
1 -9.450776 -1.702366
1 -10.687768 -1.790820
1 -9.205817 -1.782813
1 -11.043269 -1.799597
1 8.533550 -0.963167
1 9.542820 -1.833720
1 -10.875879 -1.559731
1 10.707798 -1.536244
1 -10.155352 -1.752536
1 -9.411350 -1.732774
1 9.694324 -1.656828
1 9.524807 -1.812758
1 -9.581023 -1.809989
1 10.893067 -1.701933
1 -10.910142 -1.654393
1 8.779753 -0.512032
1 -10.348458 -1.724390
1 11.692419 -1.863491
1 9.463130 -1.799964
1 9.612207 -1.887998
1 -9.087093 -1.698156
1 10.787068 -1.581369
1 9.207434 -1.577032
1 11.013229 -1.603514
1 9.594701 -1.818778
1 9.453463 -1.819578
1 10.634929 -1.607862
1 9.433897 -1.845105
1 -11.089251 -1.827966
1 -9.205080 -1.769646
1 9.510621 -1.802243
1 -9.478293 -1.718927
1 -10.943391 -1.749949
1 -10.863830 -1.569316
1 -10.727889 -1.682499
1 10.031220 -1.438843
1 -9.215989 -1.881501
1 -10.818075 -1.772283
1 -10.519485 -1.675472
1 9.435229 -1.708620
1 10.843265 -1.638704
1 9.380783 -1.669458
1 8.487630 -0.427608
1 9.832544 -1.517522
1 -9.440742 -1.966737
1 10.745382 -1.591382
1 10.559694 -1.610202
1 10.732841 -1.727167
1 -9.330690 -1.822011
1 10.380287 -1.539829
1 -10.864532 -1.573628
1 9.387825 -1.673523
1 -9.600637 -1.721878
1 -8.925540 -1.754768
1 -10.842581 -1.549609
1 9.449133 -1.821944
1 11.456823 -1.755885
1 8.429133 -0.163216
1 -9.229639 -1.703178
1 -11.101083 -1.796153
1 7.756794 0.001968
1 9.496306 -1.709339
1 -9.633922 -1.679371
1 10.287022 -1.635190
1 9.475644 -1.565857
1 -10.776826 -1.612807
1 9.488827 -1.859889
1 11.289947 -1.644963
1 8.491968 -0.249018
